url,name,price,screen_size,ssd,cpu,ram,os,gpu,scraped_at,source
https://www.amazon.com.tr/dp/B0DJW2LC2N,"Acer Nitro V 15 Intel Core i5 13420H 8GB DDR5 RAM 512GB M.2 SSD RTX 4050-6GB FreeDos 15.6"" FHD IPS Notebook",28381.0,"15.6""",512GB,I5-13420,8GB,FreeDOS,rtx4050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DHXLSWWS,"Lenovo Thinkbook 16 G6 ABP 21KK000WTR Ryzen 7 7730U 16GB 512GB SSD 16.0"" Wuxga FreeDOS Notebook",24979.0,"16.0""",512GB,RYZEN 7 7730,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CX97HNT5,ASUS Vivobook Go 15 E1504FA-NJ115 Ryzen 5 7520U 8GB 512GB SSD 15.6'' FHD Fdos Taşınabilir Bilgisayar,14299.0,"15.6""",512GB,RYZEN 5 7520,8GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CN3MGT6N,"ASUS Vivobook 15 X1504VA-NJ412 Dizüstü Bilgisayar, Intel Core i7-1355U İşlemci, 8GB DDR4 RAM, 512GB SSD,Intel Iris Xe Graphics, 15.6"" FullHD, FreeDOS",22999.0,"15.6""",512GB,I7-1355,8GB,FreeDOS,iris xe,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DW95H3T6,"Lenovo LOQ 15ARP9 83JC00D9TR Ryzen 7 7435HS, 24 GB RAM, 1 TB SSD, RTX4070 8GB GDDR6 115W, 15.6"" Full HD, Freedos Gaming Laptop, 83JC00F6TR",50999.0,"15.6""",1TB,RYZEN 7 7435,24GB,FreeDOS,rtx4070,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F8J9JT9D,"Lenovo IdeaPad Slim 3 i5-13420H, 8GB RAM, 512GB SSD, 15.3"" WUXGA, FreeDOS Laptop, 83K1004ETR",,"15.3""",512GB,I5-13420,8GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F5HRRNWW,Lenovo Loq 15IAX9 GTI16 Intel Core i5 12450HX 16GB 512GB SSD RTX4060 Freedos 15.6'' FHD Taşınabilir Bilgisayar 83GS00PGTR,36699.0,"15.6""",512GB,I5-12450,16GB,FreeDOS,rtx4060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FR291YVP,"Lenovo LOQ 83JC00DXTR016 Ryzen5 7235HS 24GB 512SSD RTX3050 15.6"" FHD W11P Dizüstü Bilgisayar",,"15.6""",24GB,I5,24GB,Windows 11,rtx3050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F8J7TPSZ,"Lenovo LOQ i5-12450HX, 16GBRAM, 512GB SSD, 15.6"" FHD 144Hz Ekran, RTX 4050 6GB GDDR6 105W, FreeDOS, Gaming Laptop,83GS00PTTR",34500.0,"15.6""",512GB,I5-12450,16GB,FreeDOS,rtx4050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F6NML96H,"Monster Abra A5 V20.6.4 Intel Core i7 13620H 16 GB RAM 1 TB SSD 4 GB RTX 3050 Freedos 15,6"" FHD 144 Hz Oyun Bilgisayarı",40999.0,"15.6""",1TB,I7-13620,16GB,FreeDOS,rtx3050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FFQ6CTY9,"ASUS TUF Gaming A15 Dizüstü Bilgisayarı, AMD Ryzen™ 5 7535HS Processor 3.3GHz İşlemci, 16GB DDR5-4800, 512GB PCIe® 4.0 NVMe™ M.2 SSD,NVIDIA® GeForce RTX™ 4060 8GB, 15.6"" FHD, Windows 11 Home",49999.0,"15.6""",512GB,RYZEN 5,16GB,Windows 11,rtx3050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FKNCQM9W,"Lenovo Ideapad Slim 3 82XM00U4TX002 Ryzen7 5825U 16GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar-CNT003",22199.0,"15.6""",16GB,I5,16GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FLF3FJZF,"Lenovo Ideapad Slim 3 Intel Core i3 N305 8GB 512GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 82XB00B4TX",13999.0,"15.6""",512GB,I3,8GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FHWLNTV9,"MSI KATANA 15 HX B14WFK-448XTR Dizüstü Bilgisayar, Intel Core I7-14650HX, 15.6 QHD 165Hz, 32GB RAM DDR5, RTX5060 GDDR7 8GB, 1TB SSD, DOS",66499.0,"15.6""",1TB,I7-14650,32GB,FreeDOS,rtx5060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FH6LQL82,Lenovo LOQ 15IAX9E Intel Core i5 12450HX 16GB 512GB SSD RTX2050 Freedos 15.6'' FHD Taşınabilir Bilgisayar 83LK008HTR,26149.0,"15.6""",512GB,I5-12450,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FF4KGHNZ,"ASUS TUF Gaming F16 FX607VJ-RL033 Dizüstü Bilgisayarı, Intel® Core™ 5 Processor 210H 2.2 GHz İşlemci, 8GB DDR4-3200 RAM, NVIDIA® GeForce RTX™ 3050 2195Mhz at 65W, 512GB PCIe SSD, 16"",FreeDoS",32500.0,"16""",512GB,I5,8GB,FreeDOS,rtx3050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FB4576B3,"Acer Aspire Lite 5 AL14-51M-51P7 NX.KTWEY.001 i5-1235U 8GB 512SSD 14"" WUXGA FreeDOS Dizüstü Bilgisayar",14999.0,"14""",8GB,I5-1235,8GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DL344VYN,Dell Vostro 3530 N3404PVNB3530U11 i5-1334U 32GB 1TBSSD 15.6 FHD W11P Dizüstü Bilgisayar-CNT012,26249.0,"15.6""",1TB,I5-1334,32GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FP2HDR24,Lenovo LOQ 15IAX9 GTI132 Intel Core I5 12450HX 32GB 1tb SSD RTX4060 Freedos 15.6'' Fhd Taşınabilir Bilgisayar 83GS00PGTR,40299.0,"15.6""",1TB,I5-12450,32GB,FreeDOS,rtx4060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DT9ZGWH3,Dell Vostro 3530 i5-1334U 16GB 512GB SSD 15.6 FHD Ubuntu Taşınabilir Bilgisayar N3409PVNB3530U 001,17500.0,"15.6""",512GB,I5-1334,16GB,Linux,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CTHXCCDL,"MSI CYBORG 15 A13VF-895XTR Dizüstü Bilgisayar, Core I5-13420H, 15.6 FHD 144Hz, 16GB RAM, RTX4060 GDDR6 8GB, 1TB SSD, DOS",,"15.6""",1TB,I5-13420,16GB,FreeDOS,rtx4060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FKJWLXVV,"GIGABYTE AERO 14 OLED Notebook, Intel Core i7-13620H, NVIDIA GeForce RTX 4050, 14"" 2.8K (2880 x 1800) OLED 16:10 90Hz Ekran, 16GB DDR5 RAM,512GB SSD, NVIDIA Studio, HDR600 True Black, Windows 11",43999.0,"14""",512GB,I7-13620,16GB,Windows 11,rtx4050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FFMT9DYW,"Lenovo IdeaPad Slim 3, 16 inç WUXGA IPS Ekran, Intel Core i7-13620H, 16GB DDR5 RAM, 512GB SSD, Luna Gri",,"16""",512GB,I7-13620,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FH2SYGBM,"HP Victus | Intel Core i5-14500HX | 32 GB RAM | 1 TB SSD | NVIDIA GeForce RTX 4060 | 16, 1 inç 144 Hz FHD IPS | FreeDOS | Gaming Laptop | BK5R0EA",48999.0,"15.6""",1TB,I5-14500,32GB,FreeDOS,rtx4060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FFHFWNNS,"Lenovo LOQ i5-12450HX 16GB RAM, 512GB SSD, 15.6 inç FHD IPS, RTX 3050 6GB GDDR6 65W FreeDOS Dizüstü Bilgisayar, 83LK008KTR",30999.0,"15.6""",512GB,I5-12450,16GB,FreeDOS,rtx3050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0C4TSQZLW,Asus X515EA-BQ3228 i5-1135G7 8GB RAM 512GB SSD + 32GB Optane 15.6 inç FHD FreeDOS,18499.0,"15.6""",512GB,I5-1135,8GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F277SLQZ,"LENOVO Yoga Slim 6 14IRH8 i5 13500H 12Core 16GB LPDDR5x 5200 MHz 512GB M2 Gen4 SSD 14"" OLED Freedos 83E00060TR",27999.0,"14""",16GB,I5-13500,16GB,FreeDOS,apple integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FFT12CWK,MSI NB MODERN 14 F13MG-429XTR I5-1334U 16GB DDR4 UMA 512GB SSD 14.0 FHD DOS GRI,18705.0,"14.0""",512GB,I5-1334,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DN6V5DDN,"HP Victus 16-S1011NT 9Z791EA Ryzen7 8845HS 32GB 1TBSSD RTX4060 16.1"" FHD FreeDOS Dizüstü Bilgisayar",45999.0,"16.1""",1TB,I5,32GB,FreeDOS,rtx4060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0D5MXCBWG,"ASUS Vivobook 15 X1504VA-NJ396 Dizüstü Bilgisayar, 15.6 inç FHD (1920 x 1080) 16:9, i7-1355U, DDR4 8GB, 512GB M.2 NVMe PCIe 3.0 SSD, Intel UHD N/A, FreeDoS",23599.0,"15.6""",512GB,I7-1355,8GB,FreeDOS,intel uhd,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DKJPKQSN,"MSI THIN 15 B12UC-2636XTR Dizüstü Bilgisayar, Core I5-12450H, 15.6 FHD 144Hz, 16GB RAM, RTX3050 GDDR6 4GB, 512GB SSD, DOS",,"15.6""",512GB,I5-12450,16GB,FreeDOS,rtx3050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FMYDXYGG,"Lenovo Ideapad Slim 3 83K2001RTR022 i5-13420H 16GB 512SSD 16"" WUXGA W11P Dizüstü Bilgisayar",24399.0,"16""",16GB,I5-13420,16GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F8JB7J7G,"Lenovo IdeaPad Slim 3 Intel N100, 4GB RAM, 128GB SSD, 15.6"" FHD, W11, 82XB009GTX",8495.0,"15.6""",128GB,CELERON N100,4GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F8JDHJ9W,"Lenovo Yoga Slim 7 Intel Ultra 5 125H, 16GB RAM, 512GB SSD, 14"" WUXGA OLED, W11, 83CV007YTR",39999.0,"14""",512GB,ULTRA 5,16GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CX249NFV,Dell Vostro 3530 N1601PVNB3530U09 i7-1355U 16GB 512SSD 15.6 FHD W11P Dizüstü Bilgisayar-CNT010,26308.0,"15.6""",16GB,I7-1355,16GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DL344VYN,Dell Vostro 3530 N3404PVNB3530U11 i5-1334U 32GB 1TBSSD 15.6 FHD W11P Dizüstü Bilgisayar-CNT012,26249.0,"15.6""",1TB,I5-1334,32GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FMFM9163,"Game Garaj Slayer X7T-5060 C2 Intel Core i7 14650HX 32GB RAM 1TB SSD RTX5060 16"" QHD+ 180Hz IPS FreeDOS Oyuncu Laptop",56999.0,"16""",1TB,I7-14650,32GB,FreeDOS,rtx5060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CZRHHRPH,"Lenovo IdeaPad Slim 3 15IAH8 Dizüstü Bilgisayar, 15.6"" FHD TN 250nits Parlama Önleyici, Intel Core i5-12450H, 16GB RAM, 512GB SSD, Intel UHD Graphics, FreeDOS, 83ER008KTR",,"15.6""",512GB,I5-12450,16GB,FreeDOS,intel uhd,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0BS6SW1SG,Dell Vostro 3520 i5-1235U 8GB 512GB SSD 15.6 FHD 120Hz Ubuntu N1611PVNB3520U,16585.0,"15.6""",512GB,I5-1235,8GB,Linux,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DWV5H38W,"ASUS ExpertBook P1 Intel Core i5 13420H 16GB 512GB SSD 14"" FHD FDOS Dizüstü Bilgisayar & PER4 Çanta",26704.0,"14""",512GB,I5-13420,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F3P962CQ,Lenovo Thinkbook 16 G6 IRL Intel Core i5 13420H 16GB 512GB SSD 16'' WUXGA Freedos Gri Taşınabilir Bilgisayar 21KH00SXTR,26649.0,"16""",512GB,I5-13420,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0C85JQYQ6,"HP Victus | AMD Ryzen 5 7640HS | 16 GB RAM | 512 GB SSD | NVIDIA GeForce RTX 4060 DLSS 3 | 16, 1 inç 144 Hz FHD IPS | FreeDOS | Gaming Laptop | 7Z590EA",40999.0,"15.6""",512GB,RYZEN 5 7640,16GB,FreeDOS,rtx4060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DT4M76KY,"Lenovo V15 83A100A5TR i5-13420H 16GB 512GB SSD 15.6"" Full HD FreeDOS Notebook",20357.0,"15.6""",512GB,I5-13420,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F5HMDL3M,HP Victus B82WJEA AMD R5 8645HS 16GB 512GB SSD RX6550M-4GB Freedos 15.6 FHD 144Hz Taşınabilir Bilgisayar,,"15.6""",512GB,RYZEN 5,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DSLJ627B,Acer Swift 3 Sf314-43-R09W AMD Ryzen7 5700U 16GB 512GB SSD AMD Radeon Dos 14'' FHD 60 Hz Gümüş Notebook NX.AB1EY.00C,19999.0,"14""",512GB,RYZEN 5,16GB,FreeDOS,amd radeon,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FBX37JPY,"MSI KATANA 17 HX B14WGK-047XTR Dizüstü Bilgisayar, Intel Core I7-14650HX, 17.3 QHD 240Hz, 16GB DDR5, RTX5070 GDDR7 8GB, 1TB SSD, DOS",73999.0,"15.6""",1TB,I7-14650,16GB,FreeDOS,rtx5070,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0F8JDHJ9W,"Lenovo Yoga Slim 7 Intel Ultra 5 125H, 16GB RAM, 512GB SSD, 14"" WUXGA OLED, W11, 83CV007YTR",39999.0,"14""",512GB,ULTRA 5,16GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CTHV4S2W,"MSI CYBORG 15 A13VE-897XTR Dizüstü Bilgisayar, Core I7-13620H, 15.6 FHD 144Hz, 16GB RAM, RTX4050 GDDR6 6GB, 1TB SSD, DOS",40999.0,"15.6""",1TB,I7-13620,16GB,FreeDOS,rtx4050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CBG6P9MN,HP Victus 16 S0035NT AMD Ryzen 5-7640HS 16GB RAM NVIDIA GeForce RTX 4060 8GB 512GB SSD 16.1 inç FHD 144Hz FreeDOS Gümüş 7Z5Z2EA,38489.0,"16.1""",512GB,RYZEN 5 7640,16GB,FreeDOS,rtx4060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DJVYVTM1,"MSI CYBORG 15 A13VE-1479XTR Dizüstü Bilgisayar, Core I7-13620H, 15.6 FHD 144Hz, 16GB RAM, RTX4050 GDDR6 6GB, 512GB SSD, DOS",38999.0,"15.6""",512GB,I7-13620,16GB,FreeDOS,rtx4050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0C66CT2T4,"Monster Huma H4 V5.2.10 Black Intel Core i7 1255U 32 GB RAM 1 TB SSD FreeDos 14,1"" FHD Taşınabilir Bilgisayar",34999.0,"14.1""",1TB,I7-1255,32GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CVSFPYYG,Lenovo V15 83A100A4TR i5-13420H 16GB 512SSD 15.6 FullHD FreeDOS Taşınabilir Bilgisayar,21499.0,"15.6""",16GB,I5-13420,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DRFVRRPR,"HP ProBook 450 G10 9G1G3ET14 i7-1355U 32GB 1TBSSD 15.6"" FHD W11P Dizüstü Bilgisayar-CNT015",42799.0,"15.6""",1TB,I7-1355,32GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FMRMVD44,"Lenovo LOQ i5-13450HX 16GB 512GB SSD 15.6"" FHD 144Hz RTX 5050 8GB GDDR7 FreeDOS Laptop, 83JE00JLTR",49999.0,"15.6""",512GB,I5-13450,16GB,FreeDOS,rtx5050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FMFMYF6G,"Game Garaj Slayer X5T-5050 C2 Intel Core i5 13500HX 32GB RAM 1TB SSD RTX5050 16"" WUXGA 165Hz IPS FreeDOS Oyuncu Laptop",46999.0,"16""",1TB,I5-13500,32GB,FreeDOS,rtx5050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0FG63RD6N,HP Victus 15 R5 8645HS 24GB DDR5 512GB SSD RX6550M/4GB 15.6'' 144Hz FDOS Gaming Laptop & PER4 ÇANTA,33414.0,"15.6""",512GB,I5,24GB,FreeDOS,rtx3050,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DNNBCP7R,"Lenovo ThinkPad E14 21M7002PTX Ultra5 125U 16GB 512SSD 14"" FHD+ FreeDOS Dizüstü Bilgisayar",34999.0,"14""",16GB,ULTRA 5,16GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DZDCRGYJ,"Apple 2025 M4 çipli 15 inç MacBook Air Laptop: 15.3 inç Liquid Retina Ekran, 16GB Birleşik Bellek, 256 GB SSD Depolama, 12MP Center Stage Kamera, Touch ID; Gök Mavisi",53999.0,"15""",256GB,M4,16GB,macOS,apple integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CQRMQDX7,"HP Victus Gaming Dizüstü Bilgisayar, 16,1 inç 144 Hz FHD IPS, Intel Core i7-14700HX, 16GB DDR5 Ram, NVIDIA GeForce RTX 4070 DLSS 3, 512 GB SSD, FreeDos, Performans Mavi, 9J227EA",,"16.1""",512GB,I7-14700,16GB,FreeDOS,rtx4070,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0DP397354,"ASUS Vivobook 15 X1504VA-NJ1424 i5-1355U 8GB DDR4 512GB SSD UHD Graphics 15.6"" Full HD FreeDOS Notebook",17472.0,"15.6""",512GB,I5-1355,8GB,FreeDOS,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0B4BDG3YP,"HP EliteBook 840 G8 14"" i7‑1165G7 16GB 512GB SSD Win11 Pro FHD IPS WiFi6 Parmak İzi Webcam Dizüstü Bilgisayar",34065.0,"14""",512GB,I5,16GB,Windows 11,integrated,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CQRM2TKK,"HP Victus Gaming Dizüstü Bilgisayar, 16,1 inç 144 Hz FHD IPS, Intel Core i7-14700HX, 16GB DDR5 Ram, NVIDIA GeForce RTX 4060 DLSS 3, 512 GB SSD, FreeDos, Performans Mavi, 9J247EA",49999.0,"16.1""",512GB,I7-14700,16GB,FreeDOS,rtx4060,2025-09-30 18:00:56,amazon
https://www.amazon.com.tr/dp/B0CX23ZQLV,"Apple M3 çipe sahip 2023 MacBook Pro laptop: 14.2 inç Liquid Retina XDR ekran, 8 çekirdekli CPU, 10 çekirdekli GPU, 16 GB RAM, 1 TB SSD depolama. iPhone ve iPad ile uyumlu; Gümüş Rengi",67999.0,"14.2""",1TB,M3,16GB,macOS,apple integrated,2025-09-30 18:00:56,amazon
