url,name,price,screen_size,ssd,cpu,ram,os,gpu,scraped_at,source
https://www.mediamarkt.com.tr/tr/product/_casper-casper-x6001342-8e00t-g-fcore-i5-13420h8-gb-ram500gb-ssd156w11-laptop-metalik-gri-1245261.html,"CASPER X600.1342-8E00T-G-F/ Core i5-13420H/ 8 GB RAM/ 500GB SSD/ 15.6""/ W11 Laptop",21999.0,15.6,500.0,Core i5-13420H,8.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-rog-strix-scar-18g835lx-sa000wcore-ultra-9-275hx-islemci64-gb-ram4-tb-ssdrtx-5090-ekran-karti18w11-laptop-1245060.html,"ASUS ROG Strix SCAR18/ G835LX-SA000W/ Ultra9 275HX işlemci/ 64GB Ram/ 4TB SSD/ RTX 5090 Ekran Kartı/ 16""/ W11 Laptop",269499.0,16.0,4096.0,Ultra9 275,64.0,Windows,RTX 5090,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_acer-nitro-v5-anv15-51-51tz-intel-i5-13420h-islemci-1243117.html,ACER Nitro V5 ANV15-51-51TZ/Core i5-13420H/8GB RAM/512 GB SSD/RTX 4050 6GB/W11/Laptop NH.QNBEY.006,38999.0,13.3,512.0,Core i5-13420H,8.0,Windows,RTX 4050,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mw2v3tuamacbook-proapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu16gb-ram1tb-ssd142uzay-siyahi-1241373.html,"APPLE MW2V3TU/A/Macbook Pro/Apple M4 İşlemci/10 Çekirdek CPU-10 Çekirdek GPU/16GB RAM/1TB SSD/14.2""/Uzay Siyahı",86999.0,14.2,1024.0,M4,16.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-ideapad-1-amd-ryzen-5-5500u-8gb-ram-512gb-ssd-156-w11-laptop-82r400qctx-1239029.html,"LENOVO IdeaPad 1/ AMD Ryzen 5 5500U/ 8GB Ram/ 512GB SSD/ 15.6""/ W11/ Laptop 82R400QCTX",18999.0,15.6,512.0,Ryzen 5 5500U,8.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-rog-strix-g16-g615jh-rv051w-intelr-coretm-i5-13450hx-16-gb-ram-512-gb-ssd-rtx-5050-16-w11-gaming-laptop-1247849.html,"ASUS ROG Strix G16 G615JH-RV051W/ Intel® Core™ I5-13450HX/ 16 GB Ram/ 512 GB SSD/ RTX 5050/ 16""/ W11 Gaming Laptop",68999.0,16.0,512.0,I5-13450HX,16.0,Windows,RTX 5050,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_casper-g8701362-bq50a-c-intel-core-i7-13620h16-gb-ram1-tb-ssdrtx5050156w11-excalibur-gaming-laptop-1248370.html,"CASPER G870.1362-BQ50A-C /Intel Core i7 13620H/16 GB RAM/1 TB SSD/RTX5050/15.6""/W11 Excalibur Gaming Laptop",57999.0,15.6,1024.0,Unknown,16.0,Windows,RTX5050,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-rog-zephyrus-g16-gu605cr-qr177wcore-ultra-9-285h32-gb-ram2-tb-ssdrtx-507016w11-laptop-1245110.html,"ASUS ROG Zephyrus G16 GU605CR-QR177W/ Core Ultra 9-285H/ 32 GB Ram/ 2 TB SSD/ RTX 5070TI / 16""/ W11 Laptop",163999.0,16.0,2048.0,Unknown,32.0,Windows,RTX 5070TI,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mc6l4tuamacbook-airapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu-24gb-ram512gb-ssd153midnight-1245674.html,"APPLE MC6L4TU/A/MacBook Air/Apple M4 İşlemci/(10 Çekirdek CPU-10 Çekirdek GPU)/ 24GB RAM/512GB SSD/15.3""/Midnight",74999.0,15.3,512.0,M4,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_acer-aspire-lite-16core-i5-1235u8gb-ram-512-gb-ssd16-win-11hlaptop-nxkwzey002-1240745.html,ACER Aspire Lite 16/Core i5-1235U/8GB RAM /512 GB SSD/16''/ Win 11H/Laptop NX.KWZEY.002,17497.0,16.0,512.0,Core i5-1235U,8.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mw2w3tuamacbook-proapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu16gb-ram512gb-ssd142gumus-1241372.html,"APPLE MW2W3TU/A/Macbook Pro/Apple M4 İşlemci/10 Çekirdek CPU-10 Çekirdek GPU/16GB RAM/512GB SSD/14.2""/Gümüş",79999.0,14.2,512.0,M4,16.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mw1h3tuamacbook-airapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu16gb-ram512gb-ssd153silver-1245669.html,"APPLE MW1H3TU/A/MacBook Air/Apple M4 İşlemci(10 Çekirdek CPU-10 Çekirdek GPU)/16GB RAM/512GB SSD/15.3""/Silver",64899.0,15.3,512.0,M4,16.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mcx04tuamacbook-proapple-m4-islemci10-cekirdek-cpu-ve-10-cekirdek-gpu-24gb-ram-1tb-ssd142-uzay-siyahi-1241375.html,"APPLE MCX04TU/AMacBook Pro/Apple M4 İşlemci/10 Çekirdek  CPU ve 10 çekirdek  GPU 24GB RAM 1TB SSD/14.2""/ Uzay Siyahı",95999.0,14.2,1024.0,M4,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-rog-strix-g16-g615jmr-s5142wintelr-coretm-i7-14650hx16-gb-ram512-gb-ssdrtx-506016w11-gaming-laptop-1247803.html,"ASUS Rog Strix G16 G615JMR-S5142W/Intel® Core™ i7-14650HX/16 GB RAM/512 GB SSD/RTX 5060/16""/W11 Gaming Laptop",81999.0,16.0,512.0,i7-14650HX,16.0,Windows,RTX 5060,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-s5406sa-qd204w-vivobook-s-14core-ultra-7-258v32-gb-ram1-tb-ssd14-oledw11-laptop-siyah-1241678.html,"ASUS S5406SA-QD204W Vivobook S 14/Core Ultra 7 258V/32 GB RAM/1 TB SSD/14"" OLED/W11 Laptop Siyah",56499.0,14.0,1024.0,Ultra 7 258,32.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_casper-s1001362-df00a-g-fcore-i7-13620h32-gb-ram1-tb-ssd16w11-laptop-1245264.html,"CASPER S100.1362-DF00A-G-F/Core i7-13620H/32 GB RAM/1 TB SSD/16""/W11 Laptop",35999.0,16.0,1024.0,Core i7-13620H,32.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-ux8406ca-pz218w-zenbookcore-ultra-7-255hlpddr5x-32gb-ram1tb-nvme-pcie-40-ssd14w11-laptop-1244507.html,"ASUS UX8406CA-PZ218W Zenbook Duo Oled/Core Ultra 7 255H İşlemci/32 GB RAM/1 TB  SSD/14""/W11 Laptop",87999.0,14.0,1024.0,Ultra 7 255,32.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-yoga-7-2-in-1-ryzen-5-8640hs-16gb-ram-512gb-ssd-14-w11-83dk002vtr-1241315.html,"LENOVO Yoga 7 2-in-1/ Ryzen 5 8640HS/ 16GB Ram/ 512GB SSD/ 14""/ W11/ 83DK002VTR",44999.0,14.0,512.0,Ryzen 5 8640HS,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-ux3402va-kp659wi5-13500h8512140w11-1238629.html,ASUS UX3402VA-KP659W/ Intel i5-13500H/ 8GB Ram/ 512GB SSD/ 14''/ W11 Laptop,31499.0,13.3,512.0,i5-13500H,8.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_msi-modern-15-f13mg-631xtr-uma-intel-core-i5-1334u-8-gb-ram-512-gb-ssd-dimensity-onboard-graphics-156-inc-freedos-laptop-gri-162517646.html,"MSI Modern 15 F13MG-631XTR UMA Intel Core i5-1334U 8 GB RAM 512 GB SSD Dimensity Onboard Graphics 15,6 inç FreeDOS Laptop Gri",24999.0,15.6,512.0,Core i5-1334U,8.0,FreeDOS,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_hp-victusintel-core-i5-210h16-gb-ram1-tb-ssdrtx-5060156w11laptop-bv7v6ea-1248399.html,"HP Victus/Intel Core i5-210H/16 GB RAM/1 TB SSD/RTX 5060/15.6""/W11/Laptop BV7V6EA",55999.0,15.6,1024.0,Unknown,16.0,Windows,RTX 5060,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_casper-g8701362-dq70a-c-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-rtx5070-156-w11-laptop-1248493.html,"CASPER G870.1362-DQ70A-C / Intel Core i7 13620H/ 32 GB Ram/ 1 TB SSD/ RTX5070/ 15.6""/ W11 Laptop",74999.0,15.6,1024.0,Unknown,32.0,Windows,RTX5070,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-legion-5intel-core-i9-14900hx32gb-ram1tb-ssdrtx-5070151w11laptop-83ly009ktr-1248334.html,"LENOVO Legion 5/Intel Core i9-14900HX/32GB RAM/1TB SSD/RTX 5070/15.1""/W11/Laptop 83LY009KTR",104999.0,15.1,1024.0,Unknown,32.0,Windows,RTX 5070,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_casper-g8701362-dq60a-c-intel-core-i7-13620h32-gb-ram1-tb-ssdrtx5060156w11-laptop-1247617.html,"CASPER G870.1362-DQ60A-C /Intel Core i7 13620H/32 GB RAM/1 TB SSD/RTX5060/15.6""/W11 Laptop",66999.0,15.6,1024.0,Unknown,32.0,Windows,RTX5060,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-ideapad-slim-3-amd-ryzen-5-5625u-8-gb-ram-512-gb-ssd-156-w11-laptop-82xm00qxtx-1248566.html,"LENOVO Ideapad Slim 3/ AMD Ryzen 5 5625U/ 8 GB Ram/ 512 GB SSD/ 15.6""/ W11/ Laptop 82XM00QXTX",21999.0,15.6,512.0,Ryzen 5 5625U,8.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mcx14tuamacbook-proapple-m4-islemci10cekirdek-cpu-ve-10-cekirdek-gpu-24gb-ram-1tb-ssd142-gumus-1241376.html,"APPLE MCX14TU/A/MacBook Pro/Apple M4 İşlemci/10Çekirdek  CPU ve 10 çekirdek  GPU 24GB RAM 1TB SSD/14.2""/ Gümüş",95999.0,14.2,1024.0,M4,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mw1m3tuamacbook-airapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu16gb-ram512gb-ssd153midnight-1245671.html,"APPLE MW1M3TU/A/MacBook Air/Apple M4 İşlemci(10 Çekirdek CPU-10 Çekirdek GPU)/16GB RAM/512GB SSD/15.3""/Midnight",64949.0,15.3,512.0,M3,16.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-yoga-7-2-in-1ryzen-7-8840hs16gb-ram512gb-ssd14w11laptop-83dk007ctr-1243354.html,"LENOVO Yoga 7 2-in-1/Ryzen 7 8840HS/16GB RAM/512GB SSD/14""/W11/Laptop 83DK007CTR",57999.0,14.0,512.0,Ryzen 7 8840HS,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_monster-tulpar-t7-v2625intelr-coretm-i7-13620h32-gb-ram1-tb-ssdrtx5060173w11-gaming-laptop-1247980.html,"MONSTER Tulpar T7 V26.2.5/Intel® Core™ i7 13620H/32 GB RAM/1 TB SSD/RTX5060/17.3""/W11 Gaming Laptop",70599.0,17.3,1024.0,Unknown,32.0,Windows,RTX5060,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_hp-victusintel-core-i5-210h16-gb-ram1-tb-ssdrtx-5060156w11gaming-laptop-bv7v7ea-1248400.html,"HP Victus/ Intel Core 5-210H/ 16 GB Ram/ 1 TB SSD/ RTX 5060/ 15.6""/ W11/ Gaming Laptop BV7V7EA",54999.0,15.6,1024.0,Unknown,16.0,Windows,RTX 5060,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mc6c4tuamacbook-airapple-m4-islemci-10-cekirdek-cpu-10-cekirdek-gpu24gb-ram512gb-ssd136midnight-1245663.html,"APPLE MC6C4TU/A/MacBook Air/Apple M4 İşlemci (10 Çekirdek CPU-10 Çekirdek GPU)/24GB RAM/512GB SSD/13.6""/Midnight",67999.0,13.6,512.0,M4,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-yoga-pro9core-u9-185h321407016w1183dn0049tr-1242970.html,"LENOVO Yoga Pro 9/Core Ultra 9 185H/32 GB Ram/1 TB SSD/RTX 4070/16"" 3.2K/W11/Laptop 83DN0049TR",119999.0,16.0,1024.0,Ultra 9 185,32.0,Windows,RTX 4070,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mw2x3tuamacbook-proapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu16gb-ram1tb-ssd142gumus-1241374.html,"APPLE MW2X3TU/A/Macbook Pro/Apple M4 İşlemci/10 Çekirdek CPU-10 Çekirdek GPU/16GB RAM/1TB SSD/14.2""/Gümüş",86999.0,14.2,1024.0,M4,16.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_acer-aspire-a315-59i5-12350u8256156nxk6sey004-1243070.html,"ACER Aspire A315-59-56YV/Core i5-12350U/8GB RAM/256 GB SSD/15.6""/W11/Laptop NX.K6SEY.004",16497.0,15.6,256.0,Core i5-12350U,8.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-loqintelr-coretm-i7-13650hx24-gb-ram1-tb-ssdrtx-5060156w1183je00cstr-laptop-1248213.html,"LENOVO LOQ/Intel® Core™ i7-13650HX/24 GB RAM/1 TB SSD/RTX 5060/15.6""/W11/83JE00CSTR Laptop",72999.0,15.6,1024.0,i7-13650HX,24.0,Windows,RTX 5060,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-ux3407qa-qd378wsnapdragon-x1-16-gb-ram-512-gb-ssd-14-w11-laptop-izlanda-grisi-1244529.html,"ASUS UX3407QA-QD378W/Snapdragon X1/ 16 GB Ram/ 512 GB SSD/ 14""/ W11 Laptop İzlanda Grisi",44999.0,14.0,512.0,Unknown,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-rog-strix-g16-g615lr-rv179wcore-ultra-7-255hx16-gb-ram1-tb-ssdrtx-507016w11-laptop-1244833.html,"ASUS Rog Strix G16 G615LR-RV179W/Core Ultra 7-255HX/16 GB RAM/1 TB SSD/RTX 5070/16""/W11 Laptop",121499.0,16.0,1024.0,Unknown,16.0,Windows,RTX 5070,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mc7c4tuamacbook-airapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu16gb-ram512gb-ssd153sky-blue-1245668.html,"APPLE MC7C4TU/A/MacBook Air/Apple M4 İşlemci(10 Çekirdek CPU-10 Çekirdek GPU)/16GB RAM/512GB SSD/15.3""/Sky Blue",64949.0,15.3,512.0,M4,16.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-vivobook-14-flip-tp3407sa-ql050w-core-ultra-5-226v-16-gb-ram-512-gb-ssd-14-w11-laptop-mat-gri-1245238.html,"ASUS Vivobook 14 Flip TP3407SA-QL050W/ Core Ultra 5-226V/ 16 GB Ram/ 512 GB SSD/ 14""/ W11 Laptop Mat Gri",49999.0,14.0,512.0,Unknown,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_hp-victus-i7-13700h-16512-rtx4070-161-w11h-1243075.html,"HP Victus/Corei7-13700H/16 GB RAM/512 GB SSD/RTX 4070/16.1""/W11/Laptop 7P6B2EA",68999.0,16.1,512.0,i7-13700H,16.0,Windows,RTX 4070,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-vivobook-s3607qa-sh037wsnapdragon-x-x1-26-10016-gb-ram1-tb-ssd16w11-laptop-1248942.html,"ASUS Vivobook S3607QA-SH037W/Snapdragon X X1 26 100/16 GB RAM/1 TB SSD/16""/W11 Laptop",39999.0,16.0,1024.0,Unknown,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mc6k4tuamacbook-airapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu-24gb-ram512gb-ssd153starlight-1245673.html,"APPLE MC6K4TU/A/MacBook Air/Apple M4 İşlemci/(10 Çekirdek CPU-10 Çekirdek GPU)/ 24GB RAM/512GB SSD/15.3""/Starlight",74999.0,15.3,512.0,M4,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-yoga-pro-7amd-ryzen-ai-7-35032-gb-ram1-tb-ssd145-3k-oledw1183kg000htr-laptop-1248215.html,"LENOVO Yoga Pro 7/AMD Ryzen AI 7 350/32 GB RAM/1 TB SSD/14.5"" 3K OLED/W11/83KG000HTR Laptop",69999.0,14.5,1024.0,Unknown,32.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_monster-monster-tulpar-t6-v311-intel-core-i7-13700hx-16gb-ddr5-4800mhz1tb-m2-ssdnvidia-geforce-8-gb-rtx4060windows-11-home16-165hz-gaming-laptop-1247550.html,"MONSTER Tulpar T6 V3.1.1 / Intel Core i7-13700HX/ 16GB DDR5 4800MHz/ 1TB M.2 SSD/NVIDIA GeForce 8 GB RTX4060/Windows 11 Home/16"" 165Hz Gaming Laptop",61199.0,16.0,1024.0,Core i7-13700HX,16.0,Windows,RTX4060,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_hp-14-ep1025ntcore-ultra-7-155h16-gb-ram512-gb-ssd14w11laptop-b86b8ea-1245946.html,"HP 14-ep1025nt/ Core Ultra 7-155H/ 16 GB Ram/ 512 GB SSD/ 14""/ W11/ Laptop Gümüş B86B8EA",42999.0,14.0,512.0,Unknown,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_acer-ag15-51pintel-core-i5-1334u16-gb-ram512-gb-ssd153w11laptop-nxj50ey002-1245714.html,"ACER AG15-51P/Intel Core i5-1334U/16 GB RAM/512 GB SSD/15.3""/W11/Laptop NX.J50EY.002",28999.0,15.3,512.0,Core i5-1334U,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_monster-monster-tulpar-t6-v345intel-core-i7-13700hx-32gb-ddr5-4800mhz1tb-m2-ssdnvidiar-geforce-8-gb-rtx-5070windows-11-home16-165hz-gaming-laptop-1247551.html,"MONSTER Tulpar T6 V3.4.5/ Intel Core i7-13700HX /32GB DDR5 4800MHz/1TB M.2 SSD/NVIDIA® GeForce 8 GB RTX 5070/Windows 11 Home/16"" 165Hz Gaming Laptop",84399.0,16.0,1024.0,Core i7-13700HX,32.0,Windows,RTX 5070,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mc654tuamacbook-airapple-m4-islemci-10-cekirdek-cpu-10-cekirdek-gpu24gb-ram512gb-ssd136silver-1245661.html,"APPLE MC654TU/A/MacBook Air/Apple M4 İşlemci (10 Çekirdek CPU-10 Çekirdek GPU)/24GB RAM/512GB SSD/13.6""/Silver",67999.0,13.6,512.0,M4,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mx2y3tuamacbook-proapple-m4-pro-islemci14-cekirdek-cpu-20-cekirdek-gpu48gb-ram512gb-ssd162uzay-siyahi-1241384.html,"APPLE MX2Y3TU/A/MacBook Pro/Apple M4 Pro İşlemci/14 Çekirdek CPU -20 Çekirdek GPU/48GB RAM/512GB SSD/16.2""/Uzay Siyahı",125999.0,16.2,512.0,M4 Pro,48.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-ideapad-slim-5amd-ryzen-ai-716gb-ram512gb-ssd16-wuxgaw11laptop-83hy004ctr-1246710.html,"LENOVO IdeaPad Slim 5/AMD Ryzen AI 7/16GB RAM/512GB SSD/16"" WUXGA/W11/Laptop 83HY004CTR",48249.0,16.0,512.0,Unknown,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-rog-strix-scar-16-g635lx-rw139wcore-ultra-9-275hx32-gb-ram1tb-ssdrtx-509016w11-laptop-1244834.html,"ASUS ROG Strix SCAR 16 G635LX-RW139W/ Core Ultra 9-275HX/ 32 GB Ram/ 1TB SSD/ RTX 5090/ 16""/ W11 Laptop",211999.0,16.0,1024.0,Unknown,32.0,Windows,RTX 5090,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-rog-strix-g18-g815lr-s9153wcore-ultra-9-275hx32-gb-ram1-tb-ssdrtx-507018w11-laptop-1245111.html,"ASUS Rog Strix G18 G815LR-S9153W/Core Ultra 9-275HX/32 GB RAM/1 TB SSD/RTX 5070/18""/W11 Laptop",157999.0,18.0,1024.0,Unknown,32.0,Windows,RTX 5070,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-rog-zephyrus-g16-gu605cm-qr062wintelr-coretm-ultra-7-255h16-gb-ram1-tb-ssdrtx-506016w11-gaming-laptop-1247938.html,"ASUS Rog Zephyrus G16 GU605CM-QR062W/Intel® Core™ Ultra 7 255H/16 GB RAM/1 TB SSD/RTX 5060/16""/W11 Gaming Laptop",110999.0,16.0,1024.0,Ultra 7 255,16.0,Windows,RTX 5060,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_acer-swift-sfg14-01snapdragon-qualcomm-x-plus-x1p-42-10016-gb-ram512-gb-ssd145w11nxkyxey00-laptop-1244668.html,"ACER Swift SFG14-01/Snapdragon Qualcomm X Plus X1P-42-100/16 GB RAM/512 GB SSD/14.5""/W11/NX.KYXEY.00 Laptop",29997.0,14.5,512.0,Unknown,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mc7d4tuamacbook-airapple-m4-islemci10-cekirdek-cpu-10-cekirdek-gpu-24gb-ram512gb-ssd153sky-blue-1245675.html,"APPLE MC7D4TU/A/MacBook Air/Apple M4 İşlemci/(10 Çekirdek CPU-10 Çekirdek GPU)/ 24GB RAM/512GB SSD/15.3""/Sky Blue",74999.0,15.3,512.0,M4,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mx2u3tuamacbook-proapple-m4-pro-islemci14-cekirdek-cpu-20-cekirdek-gpu48gb-ram512gb-ssd162gumus-1241383.html,"APPLE MX2U3TU/A/ MacBook Pro/ Apple M4 Pro İşlemci/ 14 Çekirdek CPU -20 Çekirdek GPU/ 48GB RAM/ 512 GB SSD/ 16.2""/ Gümüş",125999.0,16.2,512.0,M4 Pro,48.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_hp-omen-maxintel-core-ultra-7-255hx32-gb-ram1-tb-ssdrtx-507016w11gaming-laptop-bg2u8ea-1247691.html,"HP Omen Max/Intel Core Ultra 7-255HX/32 GB RAM/1 TB SSD/RTX 5070/16""/W11/Gaming Laptop BG2U8EA",116999.0,16.0,1024.0,Unknown,32.0,Windows,RTX 5070,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mx2f3tuamacbook-proapple-m4-pro-islemci14-cekirdek-cpu-20-cekirdek-gpu24gb-ram1tb-ssd142gumus-1241379.html,"APPLE MX2F3TU/A/MacBook Pro/Apple M4 Pro İşlemci/14 Çekirdek  CPU 20 Çekirdek GPU/24GB Ram/1TB SSD/14.2""/Gümüş",116699.0,14.2,1024.0,M4 Pro,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_asus-vivobook-14-flip-tp3407sa-ql090wcore-ultra-7-256v16-gb-ram512-gb-ssd14-oledw11-laptop-1244813.html,"ASUS Vivobook 14 Flip TP3407SA-QL090W/Core Ultra 7 256V/16 GB RAM/512 GB SSD/14"" OLED/W11 Laptop",62499.0,14.0,512.0,Ultra 7 256,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_apple-mc6a4tuamacbook-airapple-m4-islemci-10-cekirdek-cpu-10-cekirdek-gpu24gb-ram512gb-ssd136starlight-1245662.html,"APPLE MC6A4TU/A MacBook Air/Apple M4 İşlemci (10 Çekirdek CPU-10 Çekirdek GPU)/24GB RAM/512GB SSD/13.6""/Starlight",67999.0,13.6,512.0,M4,24.0,macOS,Apple Silicon,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_hp-omnibook-x-flip-ngaiintel-core-ultra-7-256v16-gb-ram1-tb-ssd14w11laptop-bs9x6ea-1247693.html,"HP OmniBook X Flip NGAI/Intel Core Ultra 7-256V/16 GB RAM/1 TB SSD/14""/W11/Laptop BS9X6EA",54149.0,14.0,1024.0,Unknown,16.0,Windows,Integrated,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_lenovo-pro-9-intel-ultra-7-155h-16gb-ram-1tb-ssd-16-1242971.html,"LENOVO Yoga Pro 9/Core Ultra 7 155H/16 GB Ram/1 TB SSD/RTX 4050/16"" 3.2K/W11/Laptop 83DN004HTR",94599.0,16.0,1024.0,Ultra 7 155,16.0,Windows,RTX 4050,2025-09-30 19:34:03,mediamarkt
https://www.mediamarkt.com.tr/tr/product/_hp-250-g10-9g2g8et-intel-core-i7-1355u-8-gb-ram-512-gb-ssd-irisr-x-156-inc-freedos-laptop-gumus-161540031.html,"HP 250 G10 9G2G8ET Intel Core i7-1355U 8 GB RAM 512 GB SSD Iris® Xᵉ 15,6 inç FreeDOS Laptop Gümüş",27519.0,15.6,512.0,Core i7-1355U,8.0,FreeDOS,Iris Xe,2025-09-30 19:34:03,mediamarkt
